,2018-12-13,2018-12-17,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-11,2019-01-15,2019-01-23,2019-01-28,2019-02-04,2019-02-07,2019-02-11
1 hr,22.699733333333334,21.974816666666662,21.11110000000001,20.253133333333338,20.045166666666663,20.47036666666667,20.52161666666667,20.658666666666655,21.947766666666674,21.123083333333337,20.229816666666668,21.424883333333337,21.57213333333333,22.505783333333337,25.068800000000014,24.403599999999983,23.342183333333328
1 min,22.76,22.05,21.09,20.06,20.4,20.65,20.69,20.56,21.97,21.04,20.34,21.4,21.64,22.61,24.89,24.52,23.33
1.5 hr,22.67361111111111,21.980833333333337,21.076222222222228,20.318822222222238,20.019500000000004,20.404577777777778,20.541877777777763,20.645255555555543,21.937022222222218,21.12012222222222,20.164122222222222,21.39878888888887,21.54768888888889,22.49885555555556,25.101333333333347,24.3769222222222,23.328166666666654
10 day,23.54,23.110000000000003,22.412999999999997,22.098999999999997,21.484,20.805,20.671999999999997,20.512999999999998,20.579,20.574,20.622,20.732999999999997,21.086000000000002,21.737999999999996,22.848,23.686,23.936
10 min,22.7561,22.000999999999998,21.056,20.0765,20.304000000000002,20.558,20.6335,20.6205,21.966500000000003,21.075499999999998,20.3901,21.4535,21.598999999999997,22.596500000000002,24.925,24.503500000000003,23.333499999999997
100 day,25.620699999999992,25.530999999999995,25.3874,25.316600000000005,25.1642,24.9598,24.8961,24.8319,24.781399999999998,24.723799999999997,24.486299999999996,24.383799999999997,24.166999999999998,24.0501,23.940600000000007,23.878300000000003,23.811100000000007
125 day,26.05087999999999,25.956559999999993,25.786879999999993,25.719759999999997,25.598479999999995,25.44824,25.39648,25.341839999999998,25.29424,25.234479999999994,24.977679999999992,24.868479999999995,24.64744,24.551280000000002,24.407040000000002,24.345759999999995,24.293359999999996
15 min,22.74706666666667,21.9724,21.076666666666664,20.103666666666662,20.25466666666667,20.567333333333334,20.602666666666668,20.64466666666667,21.98,21.072999999999997,20.3814,21.463866666666668,21.594066666666663,22.58266666666667,24.944000000000006,24.50633333333333,23.33566666666666
150 day,26.438200000000002,26.34406666666667,26.199933333333338,26.14393333333334,26.03326666666667,25.883200000000002,25.838066666666673,25.789200000000005,25.751200000000004,25.702000000000005,25.491999999999997,25.393199999999997,25.15953333333333,25.041399999999996,24.8984,24.85446666666666,24.802066666666665
175 day,26.998257142857145,26.905171428571432,26.74968571428572,26.694028571428582,26.578600000000012,26.403000000000013,26.339571428571446,26.273971428571443,26.22020000000001,26.16162857142858,25.96265714285715,25.862600000000004,25.614914285714296,25.498285714285718,25.36354285714286,25.310399999999998,25.264057142857144
2 day,22.955,22.175,21.205,20.575,19.975,20.59,20.67,20.634999999999998,21.275,21.509999999999998,20.064999999999998,21.145,21.745,22.485,24.39,24.439999999999998,23.735
2 hr,22.670258333333326,21.991858333333347,21.03438333333333,20.36014166666667,20.01664166666668,20.36748333333335,20.544849999999993,20.644391666666667,21.955799999999993,21.189441666666674,20.12335833333334,21.395549999999993,21.55212500000001,22.49120833333333,25.125083333333336,24.35450833333333,23.35080833333332
2.5 hr,22.676573333333323,22.009753333333357,21.04239333333333,20.40544000000001,19.995333333333345,20.368020000000023,20.551946666666677,20.648613333333333,21.962039999999995,21.274453333333348,20.072946666666663,21.375159999999997,21.548473333333362,22.47874,25.143946666666665,24.354079999999996,23.369999999999983
20 day,23.687499999999996,23.500499999999995,23.265499999999996,23.095499999999998,22.651000000000003,22.070500000000003,21.891,21.7075,21.622,21.4935,20.909,20.769,20.841,21.18,21.8585,22.470000000000002,22.837000000000003
20 min,22.7351,21.95455,21.110749999999996,20.12175,20.223750000000003,20.57525,20.5865,20.6575,21.988999999999997,21.0765,20.375549999999997,21.460900000000002,21.594299999999997,22.5635,24.959000000000007,24.50465,23.338999999999995
200 day,27.537225000000014,27.45057500000002,27.300325000000015,27.24167500000002,27.116075000000013,26.94707500000002,26.89017500000002,26.837475000000023,26.793325000000017,26.742225000000015,26.517175000000012,26.422425000000008,26.200725000000013,26.07612500000001,25.911325000000012,25.815175000000007,25.735325000000007
25 min,22.724280000000004,21.944119999999998,21.132239999999996,20.1358,20.197960000000002,20.570999999999998,20.5716,20.677880000000002,21.991999999999997,21.093000000000004,20.36244,21.457920000000005,21.588839999999994,22.5542,24.98188000000001,24.48492,23.344359999999998
3 hr,22.679633333333314,22.03086111111114,21.05775,20.42778333333334,19.982305555555563,20.364505555555578,20.557466666666674,20.651622222222212,21.956616666666655,21.321216666666686,20.050277777777776,21.358677777777782,21.546716666666693,22.46637222222222,25.156888888888883,24.351566666666663,23.397983333333325
3.5 hr,22.683080952380923,22.091914285714317,21.065728571428576,20.450495238095247,19.97979047619048,20.350090476190495,20.562447619047635,20.65222857142856,21.940104761904756,21.346804761904764,20.050809523809523,21.35817142857144,21.53291428571431,22.449647619047628,25.1652,24.329323809523803,23.42748571428571
30 day,24.04733333333333,23.843,23.491666666666664,23.295666666666662,22.97966666666667,22.67733333333334,22.557666666666673,22.44933333333334,22.40866666666667,22.36833333333334,21.83066666666667,21.624666666666666,21.260333333333335,21.185333333333336,21.432,21.871666666666666,22.098666666666666
30 min,22.72373333333334,21.934766666666665,21.14036666666666,20.159799999999997,20.16496666666667,20.555166666666665,20.552500000000006,20.69223333333333,21.986333333333334,21.097500000000004,20.3362,21.452433333333328,21.586366666666663,22.5461,24.997400000000013,24.46843333333333,23.34963333333333
4 hr,22.700679166666642,22.16167916666669,21.07054583333335,20.471570833333352,19.961516666666675,20.33619583333334,20.567379166666687,20.647645833333325,21.92073749999999,21.367679166666672,20.030220833333328,21.37260416666667,21.511420833333357,22.430591666666672,25.171083333333332,24.310412499999988,23.46063333333332
4.5 hr,22.71825185185183,22.215159259259284,21.056300000000014,20.51414074074075,19.934800000000006,20.325640740740745,20.574540740740765,20.64625925925925,21.900107407407404,21.375455555555558,20.015688888888878,21.37507407407407,21.49859629629632,22.431422222222228,25.167170370370368,24.29379629629629,23.492629629629622
40 day,24.1335,23.971,23.701999999999998,23.62475,23.452250000000003,23.168750000000006,23.050250000000005,22.93775,22.861750000000004,22.762250000000005,22.309250000000006,22.191250000000004,21.968250000000005,21.807500000000005,21.74025,21.83975,21.872999999999998
45 min,22.725488888888894,21.955866666666665,21.1488,20.20675555555555,20.086666666666666,20.499399999999998,20.527177777777787,20.678444444444438,21.958888888888882,21.111777777777778,20.28008888888889,21.43884444444443,21.58357777777778,22.52237777777778,25.04460000000001,24.43066666666666,23.349977777777784
5 day,23.041999999999998,22.652,21.784,21.332,20.484,20.278,20.508,20.541999999999998,20.886000000000003,20.985999999999997,20.357999999999997,20.552,21.62,22.095999999999997,23.6,24.534,24.272
5 hr,22.73805999999998,22.270366666666686,21.071333333333342,20.54575666666668,19.884680000000007,20.319993333333343,20.590720000000026,20.640673333333325,21.881526666666655,21.37627666666667,19.99193333333332,21.372716666666662,21.48802000000002,22.432476666666663,25.159733333333328,24.280453333333327,23.530459999999987
5 min,22.785,22.026,21.072,20.059,20.381999999999998,20.575,20.693,20.61,21.982,21.098999999999997,20.3812,21.427,21.623,22.603,24.922,24.497,23.335
5.5 hr,22.74623030303029,22.312612121212137,21.120736363636368,20.58636969696971,19.84578484848486,20.329845454545456,20.60435151515154,20.63003636363635,21.849815151515145,21.37700909090909,19.97494848484849,21.36359393939394,21.495684848484867,22.42230606060606,25.140196969696973,24.283687878787866,23.563830303030294
50 day,24.4364,24.2604,23.982599999999998,23.891800000000003,23.707800000000006,23.400400000000005,23.311200000000007,23.21580000000001,23.15000000000001,23.076400000000014,22.8138,22.681600000000003,22.313800000000004,22.195000000000004,22.1886,22.270799999999994,22.233199999999997
50 min,22.715000000000003,21.96348,21.141520000000003,20.220679999999998,20.068299999999997,20.486359999999994,20.524160000000006,20.671199999999995,21.953519999999997,21.116999999999997,20.262580000000003,21.432959999999994,21.58016,22.515840000000004,25.056320000000014,24.419379999999986,23.34828
55 min,22.706763636363636,21.96956363636363,21.1231090909091,20.237509090909093,20.054999999999996,20.477672727272726,20.522127272727275,20.666727272727265,21.95156363636364,21.12327272727273,20.24661818181818,21.428963636363637,21.57614545454545,22.510127272727274,25.065200000000015,24.410054545454532,23.34525454545454
6 hr,22.76020277777776,22.34657500000001,21.168008333333336,20.64947777777779,19.829019444444455,20.348433333333347,20.617005555555576,20.621949999999984,21.804969444444435,21.39733055555555,19.949244444444446,21.355402777777776,21.527738888888905,22.399180555555557,25.10683055555557,24.276991666666664,23.59991944444443
6.5 hr,22.780969230769216,22.35687435897437,21.183328205128213,20.700923076923086,19.832223076923086,20.36769230769232,20.60056923076925,20.61956923076922,21.751420512820502,21.41035641025641,19.9311358974359,21.334461538461536,21.566625641025652,22.374641025641026,25.057925641025648,24.26386923076923,23.628284615384608
60 day,25.028,24.836166666666667,24.507833333333334,24.372000000000003,24.096833333333336,23.757000000000005,23.66233333333334,23.571166666666674,23.493666666666673,23.41450000000001,23.10750000000001,22.955833333333338,22.69683333333334,22.634500000000003,22.527333333333335,22.49416666666666,22.48516666666666
70 day,25.237428571428566,25.145571428571426,24.940714285714286,24.84585714285714,24.64071428571429,24.349142857142862,24.241285714285723,24.131571428571437,24.050000000000008,23.945857142857154,23.49542857142858,23.325000000000006,23.020142857142865,22.91185714285715,22.781000000000006,22.817571428571426,22.820428571428565
80 day,25.341249999999995,25.234374999999996,25.074499999999997,24.9985,24.838,24.645500000000002,24.586375000000004,24.522250000000003,24.461125000000003,24.394875000000006,24.054625000000005,23.897125000000006,23.489250000000006,23.27575000000001,23.084875000000004,23.074,23.039875000000002
90 day,25.475444444444435,25.36544444444444,25.18488888888888,25.110999999999997,24.977555555555554,24.789444444444445,24.727444444444448,24.67577777777778,24.63288888888889,24.574444444444442,24.306999999999995,24.210777777777775,23.955888888888897,23.79722222222223,23.563000000000006,23.441333333333333,23.34911111111111
Tomorrow,22.32,22.16,20.06,19.55,20.26,20.7,20.57,21.98,21.04,20.28,20.88,21.62,22.02,22.7,25.01,24.13,23.91
