,2018-12-13,2018-12-14,2018-12-17,2018-12-21,2018-12-26,2018-12-31,2019-01-16,2019-01-28,2019-02-01
1 hr,15.84988333333333,15.845250000000005,15.93293333333334,15.004966666666661,16.991149999999998,17.684183333333333,22.89716666666666,24.86679999999998,25.373766666666665
1 min,15.76,15.85,15.87,15.12,17.34,17.88,22.79,24.84,25.6
1.5 hr,15.824477777777775,15.855222222222215,15.960066666666664,14.973955555555534,16.841766666666658,17.617311111111118,22.94883333333332,24.858422222222206,25.357866666666652
10 day,17.791,17.456999999999997,17.095,16.119999999999997,16.080000000000002,16.492999999999995,20.343,23.23,24.360000000000003
10 min,15.776999999999997,15.845000000000002,15.888,15.14,17.322499999999998,17.772,22.834999999999997,24.806499999999996,25.565
100 day,26.32460000000002,25.995100000000022,25.668700000000022,24.39070000000002,23.867200000000015,23.345900000000015,22.1228,21.643800000000006,21.551400000000005
125 day,31.14408000000002,30.81608000000002,30.51576000000002,29.34096000000002,28.82456000000002,28.07592000000002,25.47904000000002,24.07664000000002,23.42472000000001
15 min,15.791333333333332,15.816333333333334,15.883199999999997,15.148,17.296466666666667,17.78033333333333,22.839999999999996,24.806666666666665,25.525066666666667
150 day,35.79440000000003,35.544400000000024,35.254800000000024,34.08280000000003,33.486800000000024,32.63993333333335,29.777866666666686,28.297200000000018,27.629600000000014
175 day,37.642342857142886,37.49520000000002,37.34954285714288,36.730400000000024,36.39754285714288,35.84651428571431,33.867600000000024,32.61445714285716,31.796514285714302
2 day,16.419999999999998,15.805,15.855,15.350000000000001,16.5,17.685,21.884999999999998,24.67,25.325
2 hr,15.85154166666667,15.889958333333327,15.973158333333329,14.961816666666655,16.76587499999999,17.590441666666674,22.984375,24.85665833333333,25.358616666666656
2.5 hr,15.883899999999993,15.9222,15.988126666666664,14.973119999999987,16.722006666666662,17.606186666666662,23.000606666666666,24.864259999999987,25.37257999999998
20 day,18.035,17.862499999999997,17.6575,17.35,17.217,16.974999999999998,18.545499999999997,21.235500000000002,22.628999999999998
20 min,15.802749999999994,15.808750000000003,15.884899999999996,15.110499999999998,17.28585,17.7965,22.84275,24.822749999999996,25.488300000000002
200 day,38.35317500000003,38.23030000000003,38.10385000000003,37.59235000000003,37.314600000000034,36.88595000000004,35.57940000000002,34.951650000000015,34.55470000000002
25 min,15.819399999999996,15.802600000000002,15.889919999999996,15.065999999999999,17.267879999999998,17.794,22.851879999999998,24.837799999999994,25.46284
3 hr,15.93304444444444,15.985388888888899,16.013083333333327,14.967305555555544,16.69353888888889,17.640544444444444,22.94827222222222,24.866516666666655,25.38293888888887
3.5 hr,15.974990476190461,16.040071428571437,16.01754761904762,14.975295238095224,16.685333333333332,17.664209523809536,22.83425714285714,24.867085714285718,25.388647619047592
30 day,19.451166666666666,19.237499999999997,19.0035,18.19383333333333,17.663166666666665,17.406,18.062,19.529333333333337,20.70566666666667
30 min,15.847166666666663,15.806833333333335,15.895933333333334,15.037999999999998,17.239633333333334,17.788333333333338,22.867399999999996,24.852499999999996,25.445200000000003
4 hr,16.01235416666666,16.07637500000001,16.034041666666663,15.005783333333321,16.66481666666667,17.684183333333348,22.735120833333337,24.831620833333336,25.39930416666663
4.5 hr,16.066788888888883,16.106040740740752,16.040914814814816,15.049437037037027,16.620255555555552,17.693262962962987,22.64718148148148,24.802159259259266,25.399011111111076
40 day,19.982375000000005,19.772625,19.595875000000007,19.002625000000002,18.753875,18.551375,18.1015,19.207750000000004,19.712250000000004
45 min,15.891111111111108,15.825111111111116,15.920777777777781,14.983888888888883,17.108199999999997,17.723111111111113,22.888799999999996,24.870577777777765,25.407911111111115
5 day,16.619999999999997,16.418,16.206,15.822,15.960000000000003,17.163999999999998,21.308,24.098000000000003,24.812
5 hr,16.116843333333332,16.11926000000001,16.057056666666664,15.109656666666648,16.57315999999999,17.67473666666668,22.572389999999995,24.82354,25.3739433333333
5 min,15.77,15.87,15.850999999999999,15.141,17.357999999999997,17.809999999999995,22.809,24.877999999999997,25.601
5.5 hr,16.169403030303027,16.11250000000001,16.049172727272726,15.203515151515138,16.51245454545454,17.669003030303042,22.483648484848487,24.834551515151514,25.36362121212118
50 day,20.804500000000004,20.589900000000004,20.408900000000006,19.771500000000007,19.487300000000005,19.1167,18.820300000000003,19.022000000000002,19.441500000000005
50 min,15.879159999999997,15.836100000000005,15.926700000000006,14.985379999999996,17.066179999999996,17.7035,22.89812,24.86731999999998,25.395620000000005
55 min,15.864781818181816,15.838272727272734,15.931654545454549,14.993963636363631,17.027618181818177,17.691472727272725,22.89856363636363,24.86510909090907,25.38229090909091
6 hr,16.22187222222221,16.07884444444445,16.03104166666666,15.255663888888877,16.44507777777777,17.694116666666677,22.417222222222225,24.81025555555555,25.35862222222219
6.5 hr,16.290782051282047,16.06337692307693,15.999582051282044,15.293189743589732,16.412453846153838,17.709443589743596,22.3424282051282,24.7554282051282,25.347148717948688
60 day,21.67141666666667,21.500583333333335,21.316583333333334,20.620750000000005,20.316583333333337,19.90708333333334,19.24575,19.562083333333337,19.749916666666667
70 day,22.38228571428572,22.21014285714286,22.06671428571429,21.431714285714293,21.13635714285715,20.78521428571429,19.876500000000004,19.90607142857143,19.981785714285717
80 day,23.390125000000005,23.202000000000005,23.017125000000004,22.274000000000008,21.90650000000001,21.495500000000007,20.623812500000003,20.4485625,20.434812500000003
90 day,24.318444444444452,24.10733333333334,23.912444444444453,23.17577777777779,22.876333333333342,22.45655555555556,21.284222222222226,21.075611111111115,21.00405555555556
Tomorrow,15.85,15.86,16.45,15.66,17.45,18.41,23.11,24.19,25.61
